.id,sciname,year,code,category
atrosalarias holomelas,atrosalarias holomelas,2014,LC,Least Concern
aspidontus dussumieri,aspidontus dussumieri,2014,LC,Least Concern
cirripectes variolosus,cirripectes variolosus,2014,LC,Least Concern
enneapterygius fuscoventer,enneapterygius fuscoventer,2014,LC,Least Concern
blenniella caudolineata,blenniella caudolineata,2014,LC,Least Concern
enchelyurus ater,enchelyurus ater,2014,LC,Least Concern
entomacrodus caudofasciatus,entomacrodus caudofasciatus,2014,LC,Least Concern
norfolkia thomasi,norfolkia thomasi,2014,LC,Least Concern
enneapterygius rhabdotus,enneapterygius rhabdotus,2014,LC,Least Concern
enneapterygius tutuilae,enneapterygius tutuilae,2014,LC,Least Concern
helcogramma chica,helcogramma chica,2014,LC,Least Concern
cirripectes jenningsi,cirripectes jenningsi,2014,LC,Least Concern
blenniella paula,blenniella paula,2014,LC,Least Concern
entomacrodus thalassinus,entomacrodus thalassinus,2014,LC,Least Concern
alticus arnoldorum,alticus arnoldorum,2014,LC,Least Concern
stanulus seychellensis,stanulus seychellensis,2014,LC,Least Concern
istiblennius edentulus,istiblennius edentulus,2014,LC,Least Concern
exallias brevis,exallias brevis,2014,LC,Least Concern
enneapterygius pyramis,enneapterygius pyramis,2014,LC,Least Concern
cirripectes quagga,cirripectes quagga,2014,LC,Least Concern
istiblennius lineatus,istiblennius lineatus,2014,LC,Least Concern
plagiotremus rhinorhynchos,plagiotremus rhinorhynchos,2014,LC,Least Concern
plagiotremus tapeinosoma,plagiotremus tapeinosoma,2014,LC,Least Concern
entomacrodus striatus,entomacrodus striatus,2014,LC,Least Concern
petroscirtes xestus,petroscirtes xestus,2014,LC,Least Concern
conus planorbis,conus planorbis,2013,LC,Least Concern
conus miles,conus miles,2013,LC,Least Concern
conus coronatus,conus coronatus,2013,LC,Least Concern
conus pulicarius,conus pulicarius,2013,LC,Least Concern
conus lividus,conus lividus,2013,LC,Least Concern
conus pertusus,conus pertusus,2013,LC,Least Concern
conus ebraeus,conus ebraeus,2013,LC,Least Concern
conus auricomus,conus auricomus,2013,LC,Least Concern
conus acutangulus,conus acutangulus,2013,LC,Least Concern
conus bullatus,conus bullatus,2013,LC,Least Concern
conus sanguinolentus,conus sanguinolentus,2013,LC,Least Concern
conus muriculatus,conus muriculatus,2013,LC,Least Concern
conus bandanus,conus bandanus,2013,LC,Least Concern
conus circumcisus,conus circumcisus,2013,LC,Least Concern
conus coffeae,conus coffeae,2013,LC,Least Concern
conus mitratus,conus mitratus,2013,LC,Least Concern
conus varius,conus varius,2013,LC,Least Concern
conus legatus,conus legatus,2013,LC,Least Concern
conus tulipa,conus tulipa,2013,LC,Least Concern
conus vexillum,conus vexillum,2013,LC,Least Concern
conus quercinus,conus quercinus,2013,LC,Least Concern
conus armadillo,conus armadillo,2013,LC,Least Concern
conus obscurus,conus obscurus,2013,LC,Least Concern
conus eburneus,conus eburneus,2013,LC,Least Concern
conus aureus,conus aureus,2013,LC,Least Concern
conus rattus,conus rattus,2013,LC,Least Concern
conus retifer,conus retifer,2013,LC,Least Concern
conus imperialis,conus imperialis,2013,LC,Least Concern
conus striatus,conus striatus,2013,LC,Least Concern
conus canonicus,conus canonicus,2013,LC,Least Concern
conus textile,conus textile,2013,LC,Least Concern
conus catus,conus catus,2013,LC,Least Concern
conus nussatella,conus nussatella,2013,LC,Least Concern
conus generalis,conus generalis,2013,LC,Least Concern
conus glans,conus glans,2013,LC,Least Concern
conus moreleti,conus moreleti,2013,LC,Least Concern
conus flavidus,conus flavidus,2013,LC,Least Concern
conus tessulatus,conus tessulatus,2013,LC,Least Concern
conus tenuistriatus,conus tenuistriatus,2013,LC,Least Concern
conus episcopatus,conus episcopatus,2013,LC,Least Concern
conus frigidus,conus frigidus,2013,LC,Least Concern
conus sponsalis,conus sponsalis,2013,LC,Least Concern
conus virgo,conus virgo,2013,LC,Least Concern
conus cylindraceus,conus cylindraceus,2013,LC,Least Concern
conus emaciatus,conus emaciatus,2013,LC,Least Concern
conus distans,conus distans,2013,LC,Least Concern
conus litteratus,conus litteratus,2013,LC,Least Concern
conus terebra,conus terebra,2013,LC,Least Concern
conus arenatus,conus arenatus,2013,LC,Least Concern
conus aulicus,conus aulicus,2013,LC,Least Concern
conus geographus,conus geographus,2013,LC,Least Concern
conus ferrugineus,conus ferrugineus,2013,LC,Least Concern
conus litoglyphus,conus litoglyphus,2013,LC,Least Concern
conus magnificus,conus magnificus,2013,LC,Least Concern
conus adamsonii,conus adamsonii,2013,LC,Least Concern
conus chaldaeus,conus chaldaeus,2013,LC,Least Concern
conus leopardus,conus leopardus,2013,LC,Least Concern
goniopora somaliensis,goniopora somaliensis,2014,LC,Least Concern
goniopora somaliensis,goniopora somaliensis,2008,LC,Least Concern
leptastrea transversa,leptastrea transversa,2014,LC,Least Concern
leptastrea transversa,leptastrea transversa,2008,LC,Least Concern
montipora verrilli,montipora verrilli,2014,DD,Data Deficient
montipora verrilli,montipora verrilli,2008,DD,Data Deficient
leptoseris mycetoseroides,leptoseris mycetoseroides,2014,LC,Least Concern
leptoseris mycetoseroides,leptoseris mycetoseroides,2008,LC,Least Concern
leptoseris scabra,leptoseris scabra,2014,LC,Least Concern
leptoseris scabra,leptoseris scabra,2008,LC,Least Concern
montipora informis,montipora informis,2014,LC,Least Concern
montipora informis,montipora informis,2008,LC,Least Concern
pavona cactus,pavona cactus,2014,VU,Vulnerable
pavona cactus,pavona cactus,2008,VU,Vulnerable
acropora retusa,acropora retusa,2008,VU,Vulnerable
acropora tenuis,acropora tenuis,2014,NT,Near Threatened
acropora tenuis,acropora tenuis,2008,NT,Near Threatened
favia pallida,favia pallida,2014,LC,Least Concern
favia pallida,favia pallida,2008,LC,Least Concern
acropora clathrata,acropora clathrata,2008,LC,Least Concern
turbinaria frondens,turbinaria frondens,2008,LC,Least Concern
pavona frondifera,pavona frondifera,2014,LC,Least Concern
pavona frondifera,pavona frondifera,2008,LC,Least Concern
acropora cytherea,acropora cytherea,2008,LC,Least Concern
acropora rambleri,acropora rambleri,2014,DD,Data Deficient
acropora rambleri,acropora rambleri,2008,DD,Data Deficient
podabacia crustacea,podabacia crustacea,2014,LC,Least Concern
podabacia crustacea,podabacia crustacea,2008,LC,Least Concern
fungia moluccensis,fungia moluccensis,2008,LC,Least Concern
astreopora myriophthalma,astreopora myriophthalma,2014,LC,Least Concern
astreopora myriophthalma,astreopora myriophthalma,2008,LC,Least Concern
montipora australiensis,montipora australiensis,2008,VU,Vulnerable
leptoria phrygia,leptoria phrygia,2014,NT,Near Threatened
leptoria phrygia,leptoria phrygia,2008,NT,Near Threatened
alveopora allingi,alveopora allingi,2014,VU,Vulnerable
alveopora allingi,alveopora allingi,2008,VU,Vulnerable
acropora inermis,acropora inermis,2008,DD,Data Deficient
barabattoia laddi,barabattoia laddi,2014,VU,Vulnerable
barabattoia laddi,barabattoia laddi,2008,VU,Vulnerable
psammocora nierstraszi,psammocora nierstraszi,2008,LC,Least Concern
acropora nana,acropora nana,2008,NT,Near Threatened
acropora samoensis,acropora samoensis,2014,LC,Least Concern
acropora samoensis,acropora samoensis,2008,LC,Least Concern
pachyseris speciosa,pachyseris speciosa,2014,LC,Least Concern
pachyseris speciosa,pachyseris speciosa,2008,LC,Least Concern
favia stelligera,favia stelligera,2014,NT,Near Threatened
favia stelligera,favia stelligera,2008,NT,Near Threatened
stylophora pistillata,stylophora pistillata,2014,NT,Near Threatened
stylophora pistillata,stylophora pistillata,2008,NT,Near Threatened
acropora speciosa,acropora speciosa,2008,VU,Vulnerable
plerogyra sinuosa,plerogyra sinuosa,2014,NT,Near Threatened
plerogyra sinuosa,plerogyra sinuosa,2008,NT,Near Threatened
goniastrea australensis,goniastrea australensis,2014,LC,Least Concern
goniastrea australensis,goniastrea australensis,2008,LC,Least Concern
acropora glauca,acropora glauca,2008,NT,Near Threatened
acropora abrotanoides,acropora abrotanoides,2014,LC,Least Concern
acropora abrotanoides,acropora abrotanoides,2008,LC,Least Concern
favia rotumana,favia rotumana,2014,LC,Least Concern
favia rotumana,favia rotumana,2008,LC,Least Concern
porites vaughani,porites vaughani,2014,LC,Least Concern
porites vaughani,porites vaughani,2008,LC,Least Concern
pavona varians,pavona varians,2014,LC,Least Concern
pavona varians,pavona varians,2008,LC,Least Concern
psammocora haimeana,psammocora haimeana,2014,LC,Least Concern
psammocora haimeana,psammocora haimeana,2008,LC,Least Concern
echinophyllia aspera,echinophyllia aspera,2014,LC,Least Concern
echinophyllia aspera,echinophyllia aspera,2008,LC,Least Concern
montipora angulata,montipora angulata,2008,VU,Vulnerable
acropora austera,acropora austera,2008,NT,Near Threatened
pavona maldivensis,pavona maldivensis,2014,LC,Least Concern
pavona maldivensis,pavona maldivensis,2008,LC,Least Concern
montipora venosa,montipora venosa,2014,NT,Near Threatened
montipora venosa,montipora venosa,2008,NT,Near Threatened
acropora humilis,acropora humilis,2014,NT,Near Threatened
acropora humilis,acropora humilis,2008,NT,Near Threatened
turbinaria reniformis,turbinaria reniformis,2014,VU,Vulnerable
turbinaria reniformis,turbinaria reniformis,2008,VU,Vulnerable
echinopora lamellosa,echinopora lamellosa,2014,LC,Least Concern
echinopora lamellosa,echinopora lamellosa,2008,LC,Least Concern
favia favus,favia favus,2014,LC,Least Concern
favia favus,favia favus,2008,LC,Least Concern
montipora floweri,montipora floweri,2014,LC,Least Concern
montipora floweri,montipora floweri,2008,LC,Least Concern
acropora tortuosa,acropora tortuosa,2008,LC,Least Concern
psammocora superficialis,psammocora superficialis,2014,LC,Least Concern
psammocora superficialis,psammocora superficialis,2008,LC,Least Concern
acropora lutkeni,acropora lutkeni,2014,NT,Near Threatened
acropora lutkeni,acropora lutkeni,2008,NT,Near Threatened
montipora spumosa,montipora spumosa,2008,LC,Least Concern
acropora striata,acropora striata,2014,VU,Vulnerable
acropora striata,acropora striata,2008,VU,Vulnerable
acropora latistella,acropora latistella,2008,LC,Least Concern
merulina ampliata,merulina ampliata,2014,LC,Least Concern
merulina ampliata,merulina ampliata,2008,LC,Least Concern
montipora lobulata,montipora lobulata,2014,VU,Vulnerable
montipora lobulata,montipora lobulata,2008,VU,Vulnerable
stylocoeniella armata,stylocoeniella armata,2014,LC,Least Concern
stylocoeniella armata,stylocoeniella armata,2008,LC,Least Concern
madracis kirbyi,madracis kirbyi,2014,LC,Least Concern
madracis kirbyi,madracis kirbyi,2008,LC,Least Concern
favites complanata,favites complanata,2008,NT,Near Threatened
montipora turgescens,montipora turgescens,2008,LC,Least Concern
acropora nasuta,acropora nasuta,2014,NT,Near Threatened
acropora nasuta,acropora nasuta,2008,NT,Near Threatened
favites russelli,favites russelli,2014,NT,Near Threatened
favites russelli,favites russelli,2008,NT,Near Threatened
acropora elseyi,acropora elseyi,2008,LC,Least Concern
acropora gemmifera,acropora gemmifera,2014,LC,Least Concern
acropora gemmifera,acropora gemmifera,2008,LC,Least Concern
montipora danae,montipora danae,2014,LC,Least Concern
montipora danae,montipora danae,2008,LC,Least Concern
fungia scutaria,fungia scutaria,2014,LC,Least Concern
fungia scutaria,fungia scutaria,2008,LC,Least Concern
porites lutea,porites lutea,2014,LC,Least Concern
porites lutea,porites lutea,2008,LC,Least Concern
montipora effusa,montipora effusa,2008,NT,Near Threatened
platygyra pini,platygyra pini,2014,LC,Least Concern
platygyra pini,platygyra pini,2008,LC,Least Concern
fungia tenuis,fungia tenuis,2014,LC,Least Concern
fungia tenuis,fungia tenuis,2008,LC,Least Concern
montipora aequituberculata,montipora aequituberculata,2014,LC,Least Concern
montipora aequituberculata,montipora aequituberculata,2008,LC,Least Concern
astreopora randalli,astreopora randalli,2014,LC,Least Concern
astreopora randalli,astreopora randalli,2008,LC,Least Concern
mycedium elephantotus,mycedium elephantotus,2014,LC,Least Concern
mycedium elephantotus,mycedium elephantotus,2008,LC,Least Concern
acropora valida,acropora valida,2014,LC,Least Concern
acropora valida,acropora valida,2008,LC,Least Concern
cyphastrea chalcidicum,cyphastrea chalcidicum,2014,LC,Least Concern
cyphastrea chalcidicum,cyphastrea chalcidicum,2008,LC,Least Concern
porites latistella,porites latistella,2008,LC,Least Concern
barabattoia amicorum,barabattoia amicorum,2014,LC,Least Concern
barabattoia amicorum,barabattoia amicorum,2008,LC,Least Concern
porites arnaudi,porites arnaudi,2008,LC,Least Concern
pocillopora woodjonesi,pocillopora woodjonesi,2014,LC,Least Concern
pocillopora woodjonesi,pocillopora woodjonesi,2008,LC,Least Concern
montipora caliculata,montipora caliculata,2014,VU,Vulnerable
montipora caliculata,montipora caliculata,2008,VU,Vulnerable
fungia sinensis,fungia sinensis,2014,LC,Least Concern
fungia sinensis,fungia sinensis,2008,LC,Least Concern
acropora hyacinthus,acropora hyacinthus,2008,NT,Near Threatened
acropora vaughani,acropora vaughani,2014,VU,Vulnerable
acropora vaughani,acropora vaughani,2008,VU,Vulnerable
fungia paumotensis,fungia paumotensis,2014,LC,Least Concern
fungia paumotensis,fungia paumotensis,2008,LC,Least Concern
acropora sarmentosa,acropora sarmentosa,2008,LC,Least Concern
pocillopora eydouxi,pocillopora eydouxi,2014,NT,Near Threatened
pocillopora eydouxi,pocillopora eydouxi,2008,NT,Near Threatened
pavona clavus,pavona clavus,2014,LC,Least Concern
pavona clavus,pavona clavus,2008,LC,Least Concern
porites lobata,porites lobata,2014,NT,Near Threatened
porites lobata,porites lobata,2008,NT,Near Threatened
echinophyllia echinata,echinophyllia echinata,2014,LC,Least Concern
echinophyllia echinata,echinophyllia echinata,2008,LC,Least Concern
favia matthaii,favia matthaii,2014,NT,Near Threatened
favia matthaii,favia matthaii,2008,NT,Near Threatened
seriatopora hystrix,seriatopora hystrix,2014,LC,Least Concern
seriatopora hystrix,seriatopora hystrix,2008,LC,Least Concern
acropora granulosa,acropora granulosa,2014,NT,Near Threatened
acropora granulosa,acropora granulosa,2008,NT,Near Threatened
fungia repanda,fungia repanda,2014,LC,Least Concern
fungia repanda,fungia repanda,2008,LC,Least Concern
acropora formosa,acropora formosa,2014,NT,Near Threatened
acropora formosa,acropora formosa,2008,NT,Near Threatened
leptoseris solida,leptoseris solida,2014,LC,Least Concern
leptoseris solida,leptoseris solida,2008,LC,Least Concern
cyphastrea microphthalma,cyphastrea microphthalma,2014,LC,Least Concern
cyphastrea microphthalma,cyphastrea microphthalma,2008,LC,Least Concern
ctenactis echinata,ctenactis echinata,2014,LC,Least Concern
ctenactis echinata,ctenactis echinata,2008,LC,Least Concern
fungia horrida,fungia horrida,2014,LC,Least Concern
fungia horrida,fungia horrida,2008,LC,Least Concern
millepora platyphylla,millepora platyphylla,2008,LC,Least Concern
lobophyllia hemprichii,lobophyllia hemprichii,2014,LC,Least Concern
lobophyllia hemprichii,lobophyllia hemprichii,2008,LC,Least Concern
fungia fungites,fungia fungites,2014,NT,Near Threatened
fungia fungites,fungia fungites,2008,NT,Near Threatened
porites lichen,porites lichen,2014,LC,Least Concern
porites lichen,porites lichen,2008,LC,Least Concern
pavona duerdeni,pavona duerdeni,2014,LC,Least Concern
pavona duerdeni,pavona duerdeni,2008,LC,Least Concern
acropora horrida,acropora horrida,2008,VU,Vulnerable
montipora verrucosa,montipora verrucosa,2014,LC,Least Concern
montipora verrucosa,montipora verrucosa,2008,LC,Least Concern
favia speciosa,favia speciosa,2008,LC,Least Concern
scolymia vitiensis,scolymia vitiensis,2008,NT,Near Threatened
porites murrayensis,porites murrayensis,2014,NT,Near Threatened
porites murrayensis,porites murrayensis,2008,NT,Near Threatened
acropora nobilis,acropora nobilis,2008,LC,Least Concern
goniopora stutchburyi,goniopora stutchburyi,2008,LC,Least Concern
porites solida,porites solida,2014,LC,Least Concern
porites solida,porites solida,2008,LC,Least Concern
acropora paniculata,acropora paniculata,2008,VU,Vulnerable
leptoseris incrustans,leptoseris incrustans,2014,VU,Vulnerable
leptoseris incrustans,leptoseris incrustans,2008,VU,Vulnerable
acropora longicyathus,acropora longicyathus,2008,LC,Least Concern
ctenactis crassa,ctenactis crassa,2008,LC,Least Concern
fungia scruposa,fungia scruposa,2014,LC,Least Concern
fungia scruposa,fungia scruposa,2008,LC,Least Concern
montipora foveolata,montipora foveolata,2014,NT,Near Threatened
montipora foveolata,montipora foveolata,2008,NT,Near Threatened
coscinaraea exesa,coscinaraea exesa,2008,LC,Least Concern
herpolitha limax,herpolitha limax,2014,LC,Least Concern
herpolitha limax,herpolitha limax,2008,LC,Least Concern
acropora microphthalma,acropora microphthalma,2014,LC,Least Concern
acropora microphthalma,acropora microphthalma,2008,LC,Least Concern
montipora millepora,montipora millepora,2008,LC,Least Concern
hydnophora microconos,hydnophora microconos,2014,NT,Near Threatened
hydnophora microconos,hydnophora microconos,2008,NT,Near Threatened
pocillopora damicornis,pocillopora damicornis,2014,LC,Least Concern
pocillopora damicornis,pocillopora damicornis,2008,LC,Least Concern
platygyra daedalea,platygyra daedalea,2014,LC,Least Concern
platygyra daedalea,platygyra daedalea,2008,LC,Least Concern
turbinaria mesenterina,turbinaria mesenterina,2014,VU,Vulnerable
turbinaria mesenterina,turbinaria mesenterina,2008,VU,Vulnerable
fungia concinna,fungia concinna,2014,LC,Least Concern
fungia concinna,fungia concinna,2008,LC,Least Concern
echinopora gemmacea,echinopora gemmacea,2008,LC,Least Concern
leptastrea bottae,leptastrea bottae,2014,NT,Near Threatened
leptastrea bottae,leptastrea bottae,2008,NT,Near Threatened
goniastrea aspera,goniastrea aspera,2014,LC,Least Concern
goniastrea aspera,goniastrea aspera,2008,LC,Least Concern
platygyra sinensis,platygyra sinensis,2008,LC,Least Concern
alveopora spongiosa,alveopora spongiosa,2014,NT,Near Threatened
alveopora spongiosa,alveopora spongiosa,2008,NT,Near Threatened
sandalolitha dentata,sandalolitha dentata,2014,LC,Least Concern
sandalolitha dentata,sandalolitha dentata,2008,LC,Least Concern
fungia distorta,fungia distorta,2008,LC,Least Concern
coscinaraea columna,coscinaraea columna,2014,LC,Least Concern
coscinaraea columna,coscinaraea columna,2008,LC,Least Concern
montipora tuberculosa,montipora tuberculosa,2014,LC,Least Concern
montipora tuberculosa,montipora tuberculosa,2008,LC,Least Concern
montipora hoffmeisteri,montipora hoffmeisteri,2014,LC,Least Concern
montipora hoffmeisteri,montipora hoffmeisteri,2008,LC,Least Concern
acropora robusta,acropora robusta,2014,LC,Least Concern
acropora robusta,acropora robusta,2008,LC,Least Concern
montipora hispida,montipora hispida,2008,LC,Least Concern
goniastrea pectinata,goniastrea pectinata,2014,LC,Least Concern
goniastrea pectinata,goniastrea pectinata,2008,LC,Least Concern
favites flexuosa,favites flexuosa,2014,NT,Near Threatened
favites flexuosa,favites flexuosa,2008,NT,Near Threatened
leptastrea purpurea,leptastrea purpurea,2014,LC,Least Concern
leptastrea purpurea,leptastrea purpurea,2008,LC,Least Concern
fungia granulosa,fungia granulosa,2014,LC,Least Concern
fungia granulosa,fungia granulosa,2008,LC,Least Concern
gardineroseris planulata,gardineroseris planulata,2014,LC,Least Concern
gardineroseris planulata,gardineroseris planulata,2008,LC,Least Concern
acropora globiceps,acropora globiceps,2014,VU,Vulnerable
acropora globiceps,acropora globiceps,2008,VU,Vulnerable
psammocora profundacella,psammocora profundacella,2014,LC,Least Concern
psammocora profundacella,psammocora profundacella,2008,LC,Least Concern
montipora efflorescens,montipora efflorescens,2014,NT,Near Threatened
montipora efflorescens,montipora efflorescens,2008,NT,Near Threatened
pocillopora elegans,pocillopora elegans,2014,VU,Vulnerable
pocillopora elegans,pocillopora elegans,2008,VU,Vulnerable
acropora secale,acropora secale,2014,NT,Near Threatened
acropora secale,acropora secale,2008,NT,Near Threatened
favites abdita,favites abdita,2014,NT,Near Threatened
favites abdita,favites abdita,2008,NT,Near Threatened
acropora carduus,acropora carduus,2008,NT,Near Threatened
pavona explanulata,pavona explanulata,2014,LC,Least Concern
pavona explanulata,pavona explanulata,2008,LC,Least Concern
psammocora contigua,psammocora contigua,2014,NT,Near Threatened
psammocora contigua,psammocora contigua,2008,NT,Near Threatened
fungia scabra,fungia scabra,2008,LC,Least Concern
porites australiensis,porites australiensis,2014,LC,Least Concern
porites australiensis,porites australiensis,2008,LC,Least Concern
alveopora verrilliana,alveopora verrilliana,2014,VU,Vulnerable
alveopora verrilliana,alveopora verrilliana,2008,VU,Vulnerable
cyphastrea serailia,cyphastrea serailia,2014,LC,Least Concern
cyphastrea serailia,cyphastrea serailia,2008,LC,Least Concern
acropora loripes,acropora loripes,2014,NT,Near Threatened
acropora loripes,acropora loripes,2008,NT,Near Threatened
psammocora digitata,psammocora digitata,2014,NT,Near Threatened
psammocora digitata,psammocora digitata,2008,NT,Near Threatened
montipora foliosa,montipora foliosa,2014,NT,Near Threatened
montipora foliosa,montipora foliosa,2008,NT,Near Threatened
pavona decussata,pavona decussata,2014,VU,Vulnerable
pavona decussata,pavona decussata,2008,VU,Vulnerable
acropora digitifera,acropora digitifera,2014,NT,Near Threatened
acropora digitifera,acropora digitifera,2008,NT,Near Threatened
psammocora explanulata,psammocora explanulata,2008,LC,Least Concern
galaxea fascicularis,galaxea fascicularis,2014,NT,Near Threatened
galaxea fascicularis,galaxea fascicularis,2008,NT,Near Threatened
leptoseris hawaiiensis,leptoseris hawaiiensis,2014,LC,Least Concern
leptoseris hawaiiensis,leptoseris hawaiiensis,2008,LC,Least Concern
lobophyllia corymbosa,lobophyllia corymbosa,2014,LC,Least Concern
lobophyllia corymbosa,lobophyllia corymbosa,2008,LC,Least Concern
pocillopora verrucosa,pocillopora verrucosa,2014,LC,Least Concern
pocillopora verrucosa,pocillopora verrucosa,2008,LC,Least Concern
acropora pulchra,acropora pulchra,2008,LC,Least Concern
goniopora minor,goniopora minor,2014,NT,Near Threatened
goniopora minor,goniopora minor,2008,NT,Near Threatened
acanthastrea echinata,acanthastrea echinata,2014,LC,Least Concern
acanthastrea echinata,acanthastrea echinata,2008,LC,Least Concern
plesiastrea versipora,plesiastrea versipora,2014,LC,Least Concern
plesiastrea versipora,plesiastrea versipora,2008,LC,Least Concern
pavona bipartita,pavona bipartita,2014,VU,Vulnerable
pavona bipartita,pavona bipartita,2008,VU,Vulnerable
fungia costulata,fungia costulata,2014,LC,Least Concern
fungia costulata,fungia costulata,2008,LC,Least Concern
pocillopora capitata,pocillopora capitata,2014,LC,Least Concern
pocillopora capitata,pocillopora capitata,2008,LC,Least Concern
montastrea curta,montastrea curta,2014,LC,Least Concern
montastrea curta,montastrea curta,2008,LC,Least Concern
acropora monticulosa,acropora monticulosa,2014,NT,Near Threatened
acropora monticulosa,acropora monticulosa,2008,NT,Near Threatened
stylocoeniella guentheri,stylocoeniella guentheri,2014,LC,Least Concern
stylocoeniella guentheri,stylocoeniella guentheri,2008,LC,Least Concern
pocillopora ligulata,pocillopora ligulata,2014,LC,Least Concern
pocillopora ligulata,pocillopora ligulata,2008,LC,Least Concern
abudefduf sordidus,abudefduf sordidus,2017,LC,Least Concern
chromis alpha,chromis alpha,2010,LC,Least Concern
abudefduf vaigiensis,abudefduf vaigiensis,2017,LC,Least Concern
abudefduf septemfasciatus,abudefduf septemfasciatus,2017,LC,Least Concern
abudefduf sexfasciatus,abudefduf sexfasciatus,2017,LC,Least Concern
epinephelus polyphekadion,epinephelus polyphekadion,2018,VU,Vulnerable
epinephelus polyphekadion,epinephelus polyphekadion,2006,NT,Near Threatened
cephalopholis leopardus,cephalopholis leopardus,2018,LC,Least Concern
cephalopholis leopardus,cephalopholis leopardus,2008,LC,Least Concern
plectropomus laevis,plectropomus laevis,2018,LC,Least Concern
plectropomus laevis,plectropomus laevis,2008,VU,Vulnerable
plectropomus laevis,plectropomus laevis,2007,VU,Vulnerable
epinephelus tauvina,epinephelus tauvina,2018,DD,Data Deficient
epinephelus tauvina,epinephelus tauvina,2008,DD,Data Deficient
hyporthodus octofasciatus,hyporthodus octofasciatus,2018,LC,Least Concern
hyporthodus octofasciatus,hyporthodus octofasciatus,2008,DD,Data Deficient
cephalopholis igarashiensis,cephalopholis igarashiensis,2018,LC,Least Concern
cephalopholis igarashiensis,cephalopholis igarashiensis,2008,DD,Data Deficient
cephalopholis argus,cephalopholis argus,2018,LC,Least Concern
cephalopholis argus,cephalopholis argus,2008,LC,Least Concern
cephalopholis polleni,cephalopholis polleni,2018,LC,Least Concern
cephalopholis polleni,cephalopholis polleni,2008,LC,Least Concern
cephalopholis spiloparaea,cephalopholis spiloparaea,2018,LC,Least Concern
cephalopholis spiloparaea,cephalopholis spiloparaea,2008,LC,Least Concern
epinephelus hexagonatus,epinephelus hexagonatus,2018,LC,Least Concern
epinephelus hexagonatus,epinephelus hexagonatus,2008,LC,Least Concern
epinephelus merra,epinephelus merra,2018,LC,Least Concern
epinephelus merra,epinephelus merra,2008,LC,Least Concern
cephalopholis aurantia,cephalopholis aurantia,2018,LC,Least Concern
cephalopholis aurantia,cephalopholis aurantia,2008,DD,Data Deficient
gracila albomarginata,gracila albomarginata,2018,LC,Least Concern
gracila albomarginata,gracila albomarginata,2008,DD,Data Deficient
cephalopholis urodeta,cephalopholis urodeta,2018,LC,Least Concern
cephalopholis urodeta,cephalopholis urodeta,2017,LC,Least Concern
cephalopholis urodeta,cephalopholis urodeta,2008,LC,Least Concern
epinephelus morrhua,epinephelus morrhua,2018,LC,Least Concern
epinephelus morrhua,epinephelus morrhua,2008,LC,Least Concern
epinephelus melanostigma,epinephelus melanostigma,2018,LC,Least Concern
epinephelus melanostigma,epinephelus melanostigma,2008,DD,Data Deficient
epinephelus lanceolatus,epinephelus lanceolatus,2018,DD,Data Deficient
epinephelus lanceolatus,epinephelus lanceolatus,2006,VU,Vulnerable
epinephelus lanceolatus,epinephelus lanceolatus,1996,VU,Vulnerable
saloptia powelli,saloptia powelli,2018,LC,Least Concern
saloptia powelli,saloptia powelli,2008,DD,Data Deficient
epinephelus fasciatus,epinephelus fasciatus,2018,LC,Least Concern
epinephelus fasciatus,epinephelus fasciatus,2008,LC,Least Concern
epinephelus socialis,epinephelus socialis,2018,LC,Least Concern
epinephelus socialis,epinephelus socialis,2008,NT,Near Threatened
variola louti,variola louti,2018,LC,Least Concern
variola louti,variola louti,2008,LC,Least Concern
cephalopholis sexmaculata,cephalopholis sexmaculata,2018,LC,Least Concern
cephalopholis sexmaculata,cephalopholis sexmaculata,2008,LC,Least Concern
epinephelus tuamotuensis,epinephelus tuamotuensis,2018,LC,Least Concern
epinephelus tuamotuensis,epinephelus tuamotuensis,2008,LC,Least Concern
epinephelus tuamotuensis,epinephelus tuamotuensis,2007,LC,Least Concern
enoplometopus holthuisi,enoplometopus holthuisi,2011,DD,Data Deficient
panulirus longipes,panulirus longipes,2011,LC,Least Concern
enoplometopus gracilipes,enoplometopus gracilipes,2011,DD,Data Deficient
arctides regalis,arctides regalis,2011,LC,Least Concern
pentacheles snyderi,pentacheles snyderi,2011,LC,Least Concern
parribacus antarcticus,parribacus antarcticus,2011,LC,Least Concern
panulirus femoristriga,panulirus femoristriga,2011,LC,Least Concern
stereomastis auriculata,stereomastis auriculata,2011,LC,Least Concern
galearctus aurora,galearctus aurora,2011,LC,Least Concern
stereomastis suhmi,stereomastis suhmi,2011,LC,Least Concern
peponocephala electra,peponocephala electra,2019,LC,Least Concern
peponocephala electra,peponocephala electra,2008,LC,Least Concern
peponocephala electra,peponocephala electra,1996,LR/lc,Lower Risk/least concern
peponocephala electra,peponocephala electra,1994,K,Insufficiently Known
steno bredanensis,steno bredanensis,2019,LC,Least Concern
steno bredanensis,steno bredanensis,2012,LC,Least Concern
steno bredanensis,steno bredanensis,2008,LC,Least Concern
steno bredanensis,steno bredanensis,1996,DD,Data Deficient
steno bredanensis,steno bredanensis,1994,K,Insufficiently Known
kogia breviceps,kogia breviceps,2012,DD,Data Deficient
kogia breviceps,kogia breviceps,2008,DD,Data Deficient
